date,year_quarter,quarter_number,financial_year,retailer,metric,customer_type,customer_group,jurisdiction,value
2022-10-01,2022-23 Q2,2,2022-23,Mojo Power,Number,Electricity,Residential,National,6639
2022-10-01,2022-23 Q2,2,2022-23,Momentum Energy,Number,Electricity,Residential,National,25657
2022-10-01,2022-23 Q2,2,2022-23,National Total,Number,Electricity,Residential,National,6797612
2022-10-01,2022-23 Q2,2,2022-23,Nectr Energy,Number,Electricity,Residential,National,28945
2022-10-01,2022-23 Q2,2,2022-23,Next Business Energy,Number,Electricity,Residential,National,300
2022-10-01,2022-23 Q2,2,2022-23,OC Energy,Number,Electricity,Residential,National,1896
2022-10-01,2022-23 Q2,2,2022-23,OVO Energy,Number,Electricity,Residential,National,10088
2022-10-01,2022-23 Q2,2,2022-23,Origin Energy,Number,Electricity,Residential,National,1831596
2022-10-01,2022-23 Q2,2,2022-23,People Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Pooled Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Power Club,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,PowerHub,Number,Electricity,Residential,National,740
2022-10-01,2022-23 Q2,2,2022-23,Powerdirect,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Powershop,Number,Electricity,Residential,National,64852
2022-10-01,2022-23 Q2,2,2022-23,Powow Power,Number,Electricity,Residential,National,3
2022-10-01,2022-23 Q2,2,2022-23,Progressive Green,Number,Electricity,Residential,National,3
2022-10-01,2022-23 Q2,2,2022-23,Qenergy,Number,Electricity,Residential,National,2543
2022-10-01,2022-23 Q2,2,2022-23,Radian Energy,Number,Electricity,Residential,National,29
2022-10-01,2022-23 Q2,2,2022-23,ReAmped Energy,Number,Electricity,Residential,National,2658
2022-10-01,2022-23 Q2,2,2022-23,Real Utilities,Number,Electricity,Residential,National,1704
2022-10-01,2022-23 Q2,2,2022-23,Red Energy,Number,Electricity,Residential,National,369389
2022-10-01,2022-23 Q2,2,2022-23,Sanctuary Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Savant Energy,Number,Electricity,Residential,National,3390
2022-10-01,2022-23 Q2,2,2022-23,Shell Energy,Number,Electricity,Residential,National,2685
2022-10-01,2022-23 Q2,2,2022-23,Simply Energy,Number,Electricity,Residential,National,136527
2022-10-01,2022-23 Q2,2,2022-23,Smart Energy,Number,Electricity,Residential,National,62
2022-10-01,2022-23 Q2,2,2022-23,Smartest Energy,Number,Electricity,Residential,National,2
2022-10-01,2022-23 Q2,2,2022-23,Social Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Starcorp Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Sumo Power,Number,Electricity,Residential,National,31015
2022-10-01,2022-23 Q2,2,2022-23,Sustainable Savings,Number,Electricity,Residential,National,72
2022-10-01,2022-23 Q2,2,2022-23,Tango Energy,Number,Electricity,Residential,National,8594
2022-10-01,2022-23 Q2,2,2022-23,Tas Gas,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Telstra Energy Retail,Number,Electricity,Residential,National,132
2022-10-01,2022-23 Q2,2,2022-23,The Embedded Networks Company,Number,Electricity,Residential,National,982
2022-10-01,2022-23 Q2,2,2022-23,Winenergy,Number,Electricity,Residential,National,10946
2022-10-01,2022-23 Q2,2,2022-23,Y.E.S. Energy,Number,Electricity,Residential,National,118
2022-10-01,2022-23 Q2,2,2022-23,ZEN Energy,Number,Electricity,Residential,National,3
2022-10-01,2022-23 Q2,2,2022-23,amaysim Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,1st Energy,Number,Electricity,Residential,National,24824
2023-01-01,2022-23 Q3,3,2022-23,AGL,Number,Electricity,Residential,National,1529680
2023-01-01,2022-23 Q3,3,2022-23,ActewAGL,Number,Electricity,Residential,National,176788
2023-01-01,2022-23 Q3,3,2022-23,Alinta Energy,Number,Electricity,Residential,National,375168
2023-01-01,2022-23 Q3,3,2022-23,Altogether Group,Number,Electricity,Residential,National,15787
2023-01-01,2022-23 Q3,3,2022-23,Amber Electric,Number,Electricity,Residential,National,6190
2023-01-01,2022-23 Q3,3,2022-23,Ampol Energy,Number,Electricity,Residential,National,51
2023-01-01,2022-23 Q3,3,2022-23,Apex Energy,Number,Electricity,Residential,National,822
2023-01-01,2022-23 Q3,3,2022-23,Arc Energy,Number,Electricity,Residential,National,9513
2023-01-01,2022-23 Q3,3,2022-23,Aurora Energy,Number,Electricity,Residential,National,239767
2023-01-01,2022-23 Q3,3,2022-23,Blue NRG,Number,Electricity,Residential,National,5609
2023-01-01,2022-23 Q3,3,2022-23,Bright Spark Power,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Brighte Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,CPE Mascot,Number,Electricity,Residential,National,263
2023-01-01,2022-23 Q3,3,2022-23,CleanPeak Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,CovaU,Number,Electricity,Residential,National,4658
2023-01-01,2022-23 Q3,3,2022-23,Diamond Energy,Number,Electricity,Residential,National,11836
2023-01-01,2022-23 Q3,3,2022-23,Discover Energy,Number,Electricity,Residential,National,939
2023-01-01,2022-23 Q3,3,2022-23,Dodo,Number,Electricity,Residential,National,61812
2023-01-01,2022-23 Q3,3,2022-23,EA Connect,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Electricity in a Box,Number,Electricity,Residential,National,50
2023-01-01,2022-23 Q3,3,2022-23,Elysian Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Enel Energy Australia,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Energy Locals,Number,Electricity,Residential,National,48606
2023-01-01,2022-23 Q3,3,2022-23,EnergyAustralia,Number,Electricity,Residential,National,1005894
2023-01-01,2022-23 Q3,3,2022-23,Enova Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Ergon Energy,Number,Electricity,Residential,National,646361
2023-01-01,2022-23 Q3,3,2022-23,Evergy,Number,Electricity,Residential,National,1295
2023-01-01,2022-23 Q3,3,2022-23,Future X Power,Number,Electricity,Residential,National,168
2023-01-01,2022-23 Q3,3,2022-23,GEE Power & Gas,Number,Electricity,Residential,National,194
2023-01-01,2022-23 Q3,3,2022-23,GloBird Energy,Number,Electricity,Residential,National,19331
2023-01-01,2022-23 Q3,3,2022-23,GlowPower,Number,Electricity,Residential,National,37
2023-01-01,2022-23 Q3,3,2022-23,Humenergy,Number,Electricity,Residential,National,1665
2023-01-01,2022-23 Q3,3,2022-23,Iberdrola Australia,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,LocalVolts,Number,Electricity,Residential,National,93
2023-01-01,2022-23 Q3,3,2022-23,Locality Planning Energy,Number,Electricity,Residential,National,20981
2023-01-01,2022-23 Q3,3,2022-23,Lumo Energy,Number,Electricity,Residential,National,47017
2023-01-01,2022-23 Q3,3,2022-23,MTA Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Maximum Energy,Number,Electricity,Residential,National,44
2023-01-01,2022-23 Q3,3,2022-23,Metered Energy,Number,Electricity,Residential,National,15346
2023-01-01,2022-23 Q3,3,2022-23,Microgrid Power,Number,Electricity,Residential,National,67
2023-01-01,2022-23 Q3,3,2022-23,Mojo Power,Number,Electricity,Residential,National,6274
2023-01-01,2022-23 Q3,3,2022-23,Momentum Energy,Number,Electricity,Residential,National,24641
2023-01-01,2022-23 Q3,3,2022-23,National Total,Number,Electricity,Residential,National,6790824
2023-01-01,2022-23 Q3,3,2022-23,Nectr Energy,Number,Electricity,Residential,National,32516
2023-01-01,2022-23 Q3,3,2022-23,Next Business Energy,Number,Electricity,Residential,National,288
2023-01-01,2022-23 Q3,3,2022-23,OC Energy,Number,Electricity,Residential,National,1787
2023-01-01,2022-23 Q3,3,2022-23,OVO Energy,Number,Electricity,Residential,National,14365
2023-01-01,2022-23 Q3,3,2022-23,Origin Energy,Number,Electricity,Residential,National,1789322
2023-01-01,2022-23 Q3,3,2022-23,People Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Pooled Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Power Club,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,PowerHub,Number,Electricity,Residential,National,861
2023-01-01,2022-23 Q3,3,2022-23,Powerdirect,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Powershop,Number,Electricity,Residential,National,73127
2023-01-01,2022-23 Q3,3,2022-23,Powow Power,Number,Electricity,Residential,National,7
2023-01-01,2022-23 Q3,3,2022-23,Progressive Green,Number,Electricity,Residential,National,3
2023-01-01,2022-23 Q3,3,2022-23,Qenergy,Number,Electricity,Residential,National,2330
2023-01-01,2022-23 Q3,3,2022-23,Radian Energy,Number,Electricity,Residential,National,3
2023-01-01,2022-23 Q3,3,2022-23,ReAmped Energy,Number,Electricity,Residential,National,2216
2023-01-01,2022-23 Q3,3,2022-23,Real Utilities,Number,Electricity,Residential,National,1764
2023-01-01,2022-23 Q3,3,2022-23,Red Energy,Number,Electricity,Residential,National,375980
2023-01-01,2022-23 Q3,3,2022-23,Sanctuary Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Savant Energy,Number,Electricity,Residential,National,3510
2023-01-01,2022-23 Q3,3,2022-23,Shell Energy,Number,Electricity,Residential,National,2847
2023-01-01,2022-23 Q3,3,2022-23,Simply Energy,Number,Electricity,Residential,National,142973
2023-01-01,2022-23 Q3,3,2022-23,Smart Energy,Number,Electricity,Residential,National,35
2023-01-01,2022-23 Q3,3,2022-23,Smartest Energy,Number,Electricity,Residential,National,2
2023-01-01,2022-23 Q3,3,2022-23,Social Energy,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Starcorp Energy,Number,Electricity,Residential,National,29
2023-01-01,2022-23 Q3,3,2022-23,Sumo Power,Number,Electricity,Residential,National,33713
2023-01-01,2022-23 Q3,3,2022-23,Sustainable Savings,Number,Electricity,Residential,National,72
2023-01-01,2022-23 Q3,3,2022-23,Tango Energy,Number,Electricity,Residential,National,7247
2023-01-01,2022-23 Q3,3,2022-23,Tas Gas,Number,Electricity,Residential,National,0
2023-01-01,2022-23 Q3,3,2022-23,Telstra Energy Retail,Number,Electricity,Residential,National,128
2023-01-01,2022-23 Q3,3,2022-23,The Embedded Networks Company,Number,Electricity,Residential,National,892
2023-01-01,2022-23 Q3,3,2022-23,Winenergy,Number,Electricity,Residential,National,11492
2023-01-01,2022-23 Q3,3,2022-23,Y.E.S. Energy,Number,Electricity,Residential,National,78
2023-01-01,2022-23 Q3,3,2022-23,ZEN Energy,Number,Electricity,Residential,National,2
2023-01-01,2022-23 Q3,3,2022-23,amaysim Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,1st Energy,Number,Electricity,Residential,National,25576
2023-04-01,2022-23 Q4,4,2022-23,AGL,Number,Electricity,Residential,National,1518827
2023-04-01,2022-23 Q4,4,2022-23,ActewAGL,Number,Electricity,Residential,National,179879
2023-04-01,2022-23 Q4,4,2022-23,Alinta Energy,Number,Electricity,Residential,National,371681
2023-04-01,2022-23 Q4,4,2022-23,Altogether Group,Number,Electricity,Residential,National,16994
2023-04-01,2022-23 Q4,4,2022-23,Amber Electric,Number,Electricity,Residential,National,7217
2023-04-01,2022-23 Q4,4,2022-23,Ampol Energy,Number,Electricity,Residential,National,112
2023-04-01,2022-23 Q4,4,2022-23,Apex Energy,Number,Electricity,Residential,National,822
2023-04-01,2022-23 Q4,4,2022-23,Arc Energy,Number,Electricity,Residential,National,9516
2023-04-01,2022-23 Q4,4,2022-23,Aurora Energy,Number,Electricity,Residential,National,240511
2023-04-01,2022-23 Q4,4,2022-23,Blue NRG,Number,Electricity,Residential,National,5925
2023-04-01,2022-23 Q4,4,2022-23,Bright Spark Power,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,CPE Mascot,Number,Electricity,Residential,National,282
2023-04-01,2022-23 Q4,4,2022-23,CleanPeak Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,CovaU,Number,Electricity,Residential,National,4775
2023-04-01,2022-23 Q4,4,2022-23,Diamond Energy,Number,Electricity,Residential,National,12229
2023-04-01,2022-23 Q4,4,2022-23,Discover Energy,Number,Electricity,Residential,National,823
2023-04-01,2022-23 Q4,4,2022-23,Dodo,Number,Electricity,Residential,National,61931
2023-04-01,2022-23 Q4,4,2022-23,Electricity in a Box,Number,Electricity,Residential,National,149
2023-04-01,2022-23 Q4,4,2022-23,Elysian Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Enel Energy Australia,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Energy Locals,Number,Electricity,Residential,National,50754
2023-04-01,2022-23 Q4,4,2022-23,EnergyAustralia,Number,Electricity,Residential,National,995394
2023-04-01,2022-23 Q4,4,2022-23,Enova Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Ergon Energy,Number,Electricity,Residential,National,648043
2023-04-01,2022-23 Q4,4,2022-23,Evergy,Number,Electricity,Residential,National,1284
2023-04-01,2022-23 Q4,4,2022-23,Future X Power,Number,Electricity,Residential,National,151
2023-04-01,2022-23 Q4,4,2022-23,GEE Power & Gas,Number,Electricity,Residential,National,219
2023-04-01,2022-23 Q4,4,2022-23,GloBird Energy,Number,Electricity,Residential,National,23975
2023-04-01,2022-23 Q4,4,2022-23,GlowPower,Number,Electricity,Residential,National,33
2023-04-01,2022-23 Q4,4,2022-23,Humenergy,Number,Electricity,Residential,National,2047
2023-04-01,2022-23 Q4,4,2022-23,Iberdrola Australia,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,LocalVolts,Number,Electricity,Residential,National,116
2023-04-01,2022-23 Q4,4,2022-23,Locality Planning Energy,Number,Electricity,Residential,National,21175
2023-04-01,2022-23 Q4,4,2022-23,Lumo Energy,Number,Electricity,Residential,National,47555
2023-04-01,2022-23 Q4,4,2022-23,MTA Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Maximum Energy,Number,Electricity,Residential,National,47
2023-04-01,2022-23 Q4,4,2022-23,Metered Energy,Number,Electricity,Residential,National,15375
2023-04-01,2022-23 Q4,4,2022-23,Microgrid Power,Number,Electricity,Residential,National,20
2023-04-01,2022-23 Q4,4,2022-23,Mojo Power,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Momentum Energy,Number,Electricity,Residential,National,23514
2023-04-01,2022-23 Q4,4,2022-23,National Total,Number,Electricity,Residential,National,6803010
2023-04-01,2022-23 Q4,4,2022-23,Nectr Energy,Number,Electricity,Residential,National,37535
2023-04-01,2022-23 Q4,4,2022-23,Next Business Energy,Number,Electricity,Residential,National,280
2023-04-01,2022-23 Q4,4,2022-23,OC Energy,Number,Electricity,Residential,National,1652
2023-04-01,2022-23 Q4,4,2022-23,OVO Energy,Number,Electricity,Residential,National,18803
2023-04-01,2022-23 Q4,4,2022-23,Origin Energy,Number,Electricity,Residential,National,1791957
2023-04-01,2022-23 Q4,4,2022-23,People Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Pooled Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Power Club,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,PowerHub,Number,Electricity,Residential,National,864
2023-04-01,2022-23 Q4,4,2022-23,Powerdirect,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Powershop,Number,Electricity,Residential,National,77887
2023-04-01,2022-23 Q4,4,2022-23,Powow Power,Number,Electricity,Residential,National,12
2023-04-01,2022-23 Q4,4,2022-23,Progressive Green,Number,Electricity,Residential,National,6
2023-04-01,2022-23 Q4,4,2022-23,Qenergy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Radian Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,ReAmped Energy,Number,Electricity,Residential,National,1879
2023-04-01,2022-23 Q4,4,2022-23,Real Utilities,Number,Electricity,Residential,National,1720
2023-04-01,2022-23 Q4,4,2022-23,Red Energy,Number,Electricity,Residential,National,384404
2023-04-01,2022-23 Q4,4,2022-23,Sanctuary Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Savant Energy,Number,Electricity,Residential,National,3760
2023-04-01,2022-23 Q4,4,2022-23,Shell Energy,Number,Electricity,Residential,National,3285
2023-04-01,2022-23 Q4,4,2022-23,Simply Energy,Number,Electricity,Residential,National,143561
2023-04-01,2022-23 Q4,4,2022-23,Smart Energy,Number,Electricity,Residential,National,18
2023-04-01,2022-23 Q4,4,2022-23,Smartest Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Social Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Starcorp Energy,Number,Electricity,Residential,National,29
2023-04-01,2022-23 Q4,4,2022-23,Sumo Power,Number,Electricity,Residential,National,38493
2023-04-01,2022-23 Q4,4,2022-23,Sustainable Savings,Number,Electricity,Residential,National,72
2023-04-01,2022-23 Q4,4,2022-23,Tango Energy,Number,Electricity,Residential,National,6560
2023-04-01,2022-23 Q4,4,2022-23,Tas Gas,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,Telstra Energy Retail,Number,Electricity,Residential,National,121
2023-04-01,2022-23 Q4,4,2022-23,The Embedded Networks Company,Number,Electricity,Residential,National,803
2023-04-01,2022-23 Q4,4,2022-23,Winenergy,Number,Electricity,Residential,National,11568
2023-04-01,2022-23 Q4,4,2022-23,Y.E.S. Energy,Number,Electricity,Residential,National,79
2023-04-01,2022-23 Q4,4,2022-23,ZEN Energy,Number,Electricity,Residential,National,0
2023-04-01,2022-23 Q4,4,2022-23,amaysim Energy,Number,Electricity,Residential,National,0
2023-07-01,2023-24 Q1,1,2023-24,1st Energy,Number,Electricity,Residential,National,25240
2023-07-01,2023-24 Q1,1,2023-24,AGL,Number,Electricity,Residential,National,1499977
2023-07-01,2023-24 Q1,1,2023-24,ActewAGL,Number,Electricity,Residential,National,180722
2023-07-01,2023-24 Q1,1,2023-24,Alinta Energy,Number,Electricity,Residential,National,347960
2023-07-01,2023-24 Q1,1,2023-24,Altogether Group,Number,Electricity,Residential,National,18468
2023-07-01,2023-24 Q1,1,2023-24,Amber Electric,Number,Electricity,Residential,National,11234
2023-07-01,2023-24 Q1,1,2023-24,Ampol Energy,Number,Electricity,Residential,National,2032
